,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,score,lastMove
266,256,128,64,64,0,0,16,4,0,0,2,2,0,0,0,0,3252,'w'
267,256,128,128,0,2,16,4,0,4,0,0,0,0,0,0,0,3384,'a'
268,256,256,0,0,2,16,4,0,4,0,0,0,2,0,0,0,3640,'a'
269,512,2,0,0,2,16,4,0,4,0,0,0,2,0,0,0,4152,'a'
270,512,2,4,2,2,16,0,0,4,0,0,0,2,0,0,0,4152,'w'
271,512,2,4,2,2,16,2,0,4,0,0,0,2,0,0,0,4152,'w'
272,512,2,4,4,2,16,2,0,4,0,0,0,2,0,0,0,4156,'w'
273,512,2,8,0,2,16,2,0,4,2,0,0,2,0,0,0,4164,'a'
274,512,2,8,2,0,2,16,2,0,0,4,2,0,0,0,2,4164,'d'
275,512,4,8,4,0,2,16,4,0,0,4,0,0,0,0,0,4176,'w'
276,512,4,8,8,2,2,16,0,0,0,4,0,0,0,0,0,4184,'w'
277,512,4,16,0,4,16,0,0,2,4,0,0,0,0,0,0,4204,'a'
278,512,4,16,2,4,16,0,0,2,4,0,0,0,0,0,0,4204,'w'
279,512,4,16,2,0,0,4,16,0,0,2,4,0,0,0,2,4204,'d'
280,512,4,16,2,2,0,4,16,0,0,2,4,0,0,0,2,4204,'w'
281,512,4,16,2,2,4,16,0,2,4,0,0,4,0,0,0,4208,'a'
282,512,8,32,2,4,4,2,0,4,0,0,0,0,0,0,0,4252,'w'
283,512,8,32,4,8,4,2,0,0,0,0,0,0,0,0,0,4264,'w'
284,512,8,32,4,8,4,2,0,0,0,0,0,2,0,0,0,4264,'a'
285,512,8,32,4,0,8,4,2,0,0,0,2,0,0,0,2,4264,'d'
286,512,16,32,4,0,2,4,4,0,0,0,2,0,0,0,0,4284,'w'
287,512,16,32,8,2,2,4,2,0,0,0,0,0,0,0,0,4292,'w'
288,512,16,32,8,2,2,4,4,0,0,0,0,0,0,0,0,4296,'w'
289,512,16,32,8,4,2,4,4,0,0,0,0,0,0,0,0,4300,'w'
290,512,16,32,8,4,2,8,0,0,0,0,0,2,0,0,0,4308,'a'
